provincia_departamento_id,provincia,departamento,escala,prioridad,limitante,tecnologia
42035,LA PAMPA,CONHELO,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42035,LA PAMPA,CONHELO,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42035,LA PAMPA,CONHELO,Mayor a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42035,LA PAMPA,CONHELO,101 a 500,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42035,LA PAMPA,CONHELO,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42035,LA PAMPA,CONHELO,501 a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42042,LA PAMPA,CURACO,Mayor a 1000,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42042,LA PAMPA,CURACO,101 a 500,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42042,LA PAMPA,CURACO,1 a 100,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42042,LA PAMPA,CURACO,501 a 1000,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42042,LA PAMPA,CURACO,Mayor a 1000,1,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42042,LA PAMPA,CURACO,101 a 500,1,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42042,LA PAMPA,CURACO,1 a 100,1,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42042,LA PAMPA,CURACO,501 a 1000,1,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42042,LA PAMPA,CURACO,Mayor a 1000,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42042,LA PAMPA,CURACO,101 a 500,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42042,LA PAMPA,CURACO,1 a 100,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42042,LA PAMPA,CURACO,501 a 1000,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42070,LA PAMPA,GUATRACHE,Mayor a 1000,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42070,LA PAMPA,GUATRACHE,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
42070,LA PAMPA,GUATRACHE,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
42070,LA PAMPA,GUATRACHE,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42070,LA PAMPA,GUATRACHE,Mayor a 1000,2,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42070,LA PAMPA,GUATRACHE,101 a 500,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42070,LA PAMPA,GUATRACHE,1 a 100,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42070,LA PAMPA,GUATRACHE,501 a 1000,2,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42070,LA PAMPA,GUATRACHE,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42070,LA PAMPA,GUATRACHE,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42070,LA PAMPA,GUATRACHE,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42077,LA PAMPA,HUCAL,Mayor a 1000,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42077,LA PAMPA,HUCAL,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
42077,LA PAMPA,HUCAL,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
42077,LA PAMPA,HUCAL,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42077,LA PAMPA,HUCAL,Mayor a 1000,2,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42077,LA PAMPA,HUCAL,101 a 500,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42077,LA PAMPA,HUCAL,1 a 100,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42077,LA PAMPA,HUCAL,501 a 1000,2,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42077,LA PAMPA,HUCAL,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42077,LA PAMPA,HUCAL,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42077,LA PAMPA,HUCAL,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42077,LA PAMPA,HUCAL,501 a 1000,3,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42084,LA PAMPA,LIHUEL CALEL,Mayor a 1000,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42084,LA PAMPA,LIHUEL CALEL,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
42084,LA PAMPA,LIHUEL CALEL,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
42084,LA PAMPA,LIHUEL CALEL,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42084,LA PAMPA,LIHUEL CALEL,Mayor a 1000,2,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42084,LA PAMPA,LIHUEL CALEL,101 a 500,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42084,LA PAMPA,LIHUEL CALEL,1 a 100,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42084,LA PAMPA,LIHUEL CALEL,501 a 1000,2,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42084,LA PAMPA,LIHUEL CALEL,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42084,LA PAMPA,LIHUEL CALEL,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42084,LA PAMPA,LIHUEL CALEL,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42084,LA PAMPA,LIHUEL CALEL,501 a 1000,3,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42091,LA PAMPA,LIMAY MAHUIDA,Mayor a 1000,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42091,LA PAMPA,LIMAY MAHUIDA,101 a 500,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42091,LA PAMPA,LIMAY MAHUIDA,1 a 100,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42091,LA PAMPA,LIMAY MAHUIDA,501 a 1000,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42091,LA PAMPA,LIMAY MAHUIDA,Mayor a 1000,1,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42091,LA PAMPA,LIMAY MAHUIDA,101 a 500,1,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42091,LA PAMPA,LIMAY MAHUIDA,1 a 100,1,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42091,LA PAMPA,LIMAY MAHUIDA,501 a 1000,1,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42091,LA PAMPA,LIMAY MAHUIDA,Mayor a 1000,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42091,LA PAMPA,LIMAY MAHUIDA,101 a 500,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42091,LA PAMPA,LIMAY MAHUIDA,1 a 100,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42091,LA PAMPA,LIMAY MAHUIDA,501 a 1000,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42098,LA PAMPA,LOVENTUE,Mayor a 1000,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42098,LA PAMPA,LOVENTUE,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
42098,LA PAMPA,LOVENTUE,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
42098,LA PAMPA,LOVENTUE,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42098,LA PAMPA,LOVENTUE,Mayor a 1000,2,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42098,LA PAMPA,LOVENTUE,101 a 500,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42098,LA PAMPA,LOVENTUE,1 a 100,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42098,LA PAMPA,LOVENTUE,501 a 1000,2,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42098,LA PAMPA,LOVENTUE,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42098,LA PAMPA,LOVENTUE,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42098,LA PAMPA,LOVENTUE,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42098,LA PAMPA,LOVENTUE,501 a 1000,3,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42105,LA PAMPA,MARACO,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42105,LA PAMPA,MARACO,Mayor a 1000,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42105,LA PAMPA,MARACO,101 a 500,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42105,LA PAMPA,MARACO,1 a 100,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42105,LA PAMPA,MARACO,501 a 1000,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42105,LA PAMPA,MARACO,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42105,LA PAMPA,MARACO,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42105,LA PAMPA,MARACO,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42105,LA PAMPA,MARACO,Mayor a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42105,LA PAMPA,MARACO,101 a 500,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42105,LA PAMPA,MARACO,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42105,LA PAMPA,MARACO,501 a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42112,LA PAMPA,PUELEN,Mayor a 1000,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42112,LA PAMPA,PUELEN,101 a 500,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42112,LA PAMPA,PUELEN,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
42112,LA PAMPA,PUELEN,501 a 1000,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42112,LA PAMPA,PUELEN,Mayor a 1000,1,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42112,LA PAMPA,PUELEN,101 a 500,1,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42112,LA PAMPA,PUELEN,501 a 1000,1,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42112,LA PAMPA,PUELEN,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42112,LA PAMPA,PUELEN,501 a 1000,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42112,LA PAMPA,PUELEN,Mayor a 1000,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42112,LA PAMPA,PUELEN,101 a 500,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42119,LA PAMPA,QUEMU QUEMU,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42119,LA PAMPA,QUEMU QUEMU,Mayor a 1000,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42119,LA PAMPA,QUEMU QUEMU,101 a 500,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42119,LA PAMPA,QUEMU QUEMU,1 a 100,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42119,LA PAMPA,QUEMU QUEMU,501 a 1000,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42119,LA PAMPA,QUEMU QUEMU,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42119,LA PAMPA,QUEMU QUEMU,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42119,LA PAMPA,QUEMU QUEMU,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42119,LA PAMPA,QUEMU QUEMU,Mayor a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42119,LA PAMPA,QUEMU QUEMU,101 a 500,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42119,LA PAMPA,QUEMU QUEMU,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42119,LA PAMPA,QUEMU QUEMU,501 a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42126,LA PAMPA,RANCUL,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42126,LA PAMPA,RANCUL,Mayor a 1000,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42126,LA PAMPA,RANCUL,101 a 500,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42126,LA PAMPA,RANCUL,1 a 100,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42126,LA PAMPA,RANCUL,501 a 1000,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42126,LA PAMPA,RANCUL,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42126,LA PAMPA,RANCUL,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42126,LA PAMPA,RANCUL,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42126,LA PAMPA,RANCUL,Mayor a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42126,LA PAMPA,RANCUL,101 a 500,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42126,LA PAMPA,RANCUL,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42126,LA PAMPA,RANCUL,501 a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42133,LA PAMPA,REALICO,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42133,LA PAMPA,REALICO,Mayor a 1000,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42133,LA PAMPA,REALICO,101 a 500,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42133,LA PAMPA,REALICO,1 a 100,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42133,LA PAMPA,REALICO,501 a 1000,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42133,LA PAMPA,REALICO,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42133,LA PAMPA,REALICO,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42133,LA PAMPA,REALICO,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42133,LA PAMPA,REALICO,Mayor a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42133,LA PAMPA,REALICO,101 a 500,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42133,LA PAMPA,REALICO,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42133,LA PAMPA,REALICO,501 a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42140,LA PAMPA,TOAY,Mayor a 1000,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42140,LA PAMPA,TOAY,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
42140,LA PAMPA,TOAY,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
42140,LA PAMPA,TOAY,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42140,LA PAMPA,TOAY,Mayor a 1000,2,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42140,LA PAMPA,TOAY,101 a 500,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42140,LA PAMPA,TOAY,1 a 100,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42140,LA PAMPA,TOAY,501 a 1000,2,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42140,LA PAMPA,TOAY,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42140,LA PAMPA,TOAY,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42140,LA PAMPA,TOAY,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42140,LA PAMPA,TOAY,501 a 1000,3,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42147,LA PAMPA,TRENEL,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42147,LA PAMPA,TRENEL,501 a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42147,LA PAMPA,TRENEL,Mayor a 1000,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42147,LA PAMPA,TRENEL,101 a 500,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42147,LA PAMPA,TRENEL,1 a 100,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42147,LA PAMPA,TRENEL,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42147,LA PAMPA,TRENEL,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42147,LA PAMPA,TRENEL,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42147,LA PAMPA,TRENEL,Mayor a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42147,LA PAMPA,TRENEL,101 a 500,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42147,LA PAMPA,TRENEL,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42147,LA PAMPA,TRENEL,501 a 1000,3,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
42154,LA PAMPA,UTRACAN,Mayor a 1000,3,Falta de infraestructura predial,Inversiones en Infraestructura 
42154,LA PAMPA,UTRACAN,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
42154,LA PAMPA,UTRACAN,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
42154,LA PAMPA,UTRACAN,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42154,LA PAMPA,UTRACAN,Mayor a 1000,2,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42154,LA PAMPA,UTRACAN,101 a 500,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42154,LA PAMPA,UTRACAN,1 a 100,3,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42154,LA PAMPA,UTRACAN,501 a 1000,2,"Falta de acceso, cantidad y/o calidad de agua",Inversiones en Infraestructura 
42154,LA PAMPA,UTRACAN,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42154,LA PAMPA,UTRACAN,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42154,LA PAMPA,UTRACAN,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
42154,LA PAMPA,UTRACAN,501 a 1000,3,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
50014,MENDOZA,GENERAL ALVEAR,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
50014,MENDOZA,GENERAL ALVEAR,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
50042,MENDOZA,LA PAZ,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
50049,MENDOZA,LAS HERAS,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
50056,MENDOZA,LAVALLE,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
50077,MENDOZA,MALARGUE,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
50084,MENDOZA,RIVADAVIA,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
50091,MENDOZA,SAN CARLOS,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
50105,MENDOZA,SAN RAFAEL,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
50112,MENDOZA,SANTA ROSA,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
50119,MENDOZA,TUNUYAN,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
50126,MENDOZA,TUPUNGATO,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
50014,MENDOZA,GENERAL ALVEAR,101 a 500,3,Servicio de entore contínuo,Asesoramiento veterinario (tacto - diagnóstico de preñez)
50014,MENDOZA,GENERAL ALVEAR,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (tacto - diagnóstico de preñez)
50042,MENDOZA,LA PAZ,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (tacto - diagnóstico de preñez)
50049,MENDOZA,LAS HERAS,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (tacto - diagnóstico de preñez)
50056,MENDOZA,LAVALLE,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (tacto - diagnóstico de preñez)
50077,MENDOZA,MALARGUE,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (tacto - diagnóstico de preñez)
50084,MENDOZA,RIVADAVIA,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (tacto - diagnóstico de preñez)
50091,MENDOZA,SAN CARLOS,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (tacto - diagnóstico de preñez)
50105,MENDOZA,SAN RAFAEL,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (tacto - diagnóstico de preñez)
50112,MENDOZA,SANTA ROSA,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (tacto - diagnóstico de preñez)
50119,MENDOZA,TUNUYAN,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (tacto - diagnóstico de preñez)
50126,MENDOZA,TUPUNGATO,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (tacto - diagnóstico de preñez)
50014,MENDOZA,GENERAL ALVEAR,101 a 500,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
50014,MENDOZA,GENERAL ALVEAR,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
50042,MENDOZA,LA PAZ,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
50049,MENDOZA,LAS HERAS,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
50056,MENDOZA,LAVALLE,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
50077,MENDOZA,MALARGUE,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
50084,MENDOZA,RIVADAVIA,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
50091,MENDOZA,SAN CARLOS,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
50105,MENDOZA,SAN RAFAEL,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
50112,MENDOZA,SANTA ROSA,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
50119,MENDOZA,TUNUYAN,1 a 100,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
